ID	C_A.ACA	C_A.ACC	C_A.ACG	C_A.ACT	C_A.CCA	C_A.CCC	C_A.CCG	C_A.CCT	C_A.GCA	C_A.GCC	C_A.GCG	C_A.GCT	C_A.TCA	C_A.TCC	C_A.TCG	C_A.TCT	C_G.ACA	C_G.ACC	C_G.ACG	C_G.ACT	C_G.CCA	C_G.CCC	C_G.CCG	C_G.CCT	C_G.GCA	C_G.GCC	C_G.GCG	C_G.GCT	C_G.TCA	C_G.TCC	C_G.TCG	C_G.TCT	C_T.ACA	C_T.ACC	C_T.ACG	C_T.ACT	C_T.CCA	C_T.CCC	C_T.CCG	C_T.CCT	C_T.GCA	C_T.GCC	C_T.GCG	C_T.GCT	C_T.TCA	C_T.TCC	C_T.TCG	C_T.TCT	T_A.ATA	T_A.ATC	T_A.ATG	T_A.ATT	T_A.CTA	T_A.CTC	T_A.CTG	T_A.CTT	T_A.GTA	T_A.GTC	T_A.GTG	T_A.GTT	T_A.TTA	T_A.TTC	T_A.TTG	T_A.TTT	T_C.ATA	T_C.ATC	T_C.ATG	T_C.ATT	T_C.CTA	T_C.CTC	T_C.CTG	T_C.CTT	T_C.GTA	T_C.GTC	T_C.GTG	T_C.GTT	T_C.TTA	T_C.TTC	T_C.TTG	T_C.TTT	T_G.ATA	T_G.ATC	T_G.ATG	T_G.ATT	T_G.CTA	T_G.CTC	T_G.CTG	T_G.CTT	T_G.GTA	T_G.GTC	T_G.GTG	T_G.GTT	T_G.TTA	T_G.TTC	T_G.TTG	T_G.TTT
TCGA-BJ-A0Z9-01A-11D-A10S-08	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
TCGA-BJ-A0ZA-01A-11D-A10S-08	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TCGA-BJ-A0ZB-01A-11D-A10S-08	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	2	0	2	5	1	0	1	2	0	2	0	2	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	2	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
TCGA-BJ-A0ZC-01A-12D-A13W-08	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A0ZE-01A-11D-A10S-08	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TCGA-BJ-A0ZF-01A-11D-A10S-08	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0
TCGA-BJ-A0ZG-01A-11D-A10S-08	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TCGA-BJ-A0ZH-01A-11D-A10S-08	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5	0	1	2	0	0	1	0	1	0	0	0	0	3	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A0ZJ-01A-11D-A10S-08	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A18Y-01A-11D-A13W-08	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A18Z-01A-21D-A13W-08	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	1	0	1	0	2	0	3	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TCGA-BJ-A191-01A-11D-A13W-08	0	0	0	0	28	30	25	25	1	0	0	0	3	5	2	4	0	0	1	0	1	0	1	0	0	0	1	0	4	1	0	0	2	0	2	0	1	0	1	0	1	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A192-01A-31D-A13W-08	0	0	1	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TCGA-BJ-A28R-01A-11D-A16O-08	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A28S-01A-11D-A19J-08	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	2	1	0	0	1	0	0	1	2	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A28T-01A-11D-A16O-08	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A28V-01A-11D-A19J-08	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	3	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A28X-01A-11D-A22D-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A28Z-01A-11D-A16O-08	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	1	0	0	0	0	1	0	0	6	2	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A290-01A-11D-A17V-08	0	0	0	0	14	9	17	9	2	0	0	0	2	6	2	4	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	2	0	2	4	0	2	6	10	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TCGA-BJ-A2N7-01A-11D-A18F-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A2N8-01A-11D-A18F-08	0	0	0	0	4	2	4	2	0	2	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	2	2	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A2N9-01A-11D-A18F-08	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TCGA-BJ-A2NA-01A-12D-A19J-08	0	0	0	0	0	0	0	0	0	0	2	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	8	2	0	6	0	1	0	4	4	2	4	6	0	18	2	6	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A2P4-01A-11D-A18F-08	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A3EZ-01A-11D-A202-08	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	2	0	1	1	0	0	1	2	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A3F0-01A-11D-A202-08	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TCGA-BJ-A3PR-01A-11D-A21Z-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	2	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TCGA-BJ-A3PT-01A-12D-A21Z-08	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TCGA-BJ-A3PU-01A-11D-A21Z-08	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	4	2	0	0	0	2	2	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A45D-01A-11D-A23U-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	2	1	0	0	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A45E-01A-11D-A23U-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A45F-01A-12D-A23U-08	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TCGA-BJ-A45G-01A-11D-A23U-08	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	4	2	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A45H-01A-12D-A23U-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A45I-01A-11D-A23U-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	4	2	4	0	0	4	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TCGA-BJ-A45J-01A-11D-A23U-08	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	2	0	0	0	0	2	0	2	0	0	2	0	0	12	2	2	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A45K-01A-11D-A23U-08	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	2	0	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BJ-A4O8-01A-11D-A257-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TCGA-BJ-A4O9-01A-11D-A257-08	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	6	0	3	2	0	4	0	2	0	2	2	2	0	4	0	4	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	2	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BK-A0C9-01A-11W-A027-09	1	5	3	2	4	12	3	19	3	2	0	6	7	6	2	5	0	1	1	1	2	0	1	1	0	1	0	1	26	11	6	31	15	10	54	8	12	13	39	12	37	27	49	35	52	18	28	39	1	3	2	5	1	1	1	3	2	2	1	1	1	0	3	1	11	10	13	3	8	11	18	3	8	5	9	2	5	1	5	1	0	1	0	2	0	2	0	2	0	1	2	1	0	1	0	1
TCGA-BK-A0CA-01A-21D-A272-09	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	11	1	1	3	9	1	0	3	6	1	1	1	10	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
TCGA-BK-A0CB-01A-32D-A10B-09	0	1	0	1	2	0	0	2	3	1	0	0	3	1	0	1	1	0	1	0	0	0	2	0	0	0	1	0	0	1	0	0	1	1	6	0	2	3	9	3	0	1	9	1	1	2	2	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BK-A0CC-01A-21D-A272-09	1	0	0	0	0	1	3	1	0	1	0	0	1	2	0	1	0	0	1	0	1	0	0	2	0	1	0	1	1	2	2	1	1	1	3	0	1	2	3	2	3	1	7	4	6	1	5	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0
TCGA-BK-A139-01A-11D-A272-09	3	4	0	4	4	1	4	4	3	3	0	1	5	2	1	5	1	2	4	1	1	1	3	1	3	1	3	1	3	2	1	2	0	3	9	0	8	2	18	7	0	1	11	2	5	4	10	5	0	0	1	1	0	2	2	1	1	0	1	2	1	2	1	0	2	0	2	4	3	2	2	2	0	0	1	1	3	1	1	0	0	0	0	1	0	1	1	2	0	0	1	0	0	1	1	4
TCGA-BK-A139-02A-11D-A27P-09	3	7	0	5	3	5	2	4	5	3	2	3	7	6	2	6	3	1	4	1	1	3	3	0	2	2	4	1	2	2	0	7	0	2	11	2	8	1	14	6	1	1	11	1	4	4	11	5	1	0	1	0	0	2	2	1	0	0	1	1	2	1	0	1	1	0	0	2	3	2	2	2	2	0	1	4	6	1	1	0	0	0	0	1	0	1	1	1	0	0	3	1	0	2	0	3
TCGA-BK-A13B-01A-51D-A228-09	0	6	1	3	10	22	9	41	2	4	1	2	1	3	0	4	0	0	0	0	0	1	2	0	1	2	0	4	0	1	0	0	18	15	73	7	9	13	61	7	49	66	82	43	5	4	36	6	0	1	0	5	0	1	1	0	1	2	1	2	0	1	1	0	8	7	26	3	6	4	29	8	10	4	19	7	6	3	9	6	0	1	2	1	1	3	5	2	0	3	1	1	0	0	0	1
TCGA-BK-A13C-01A-11D-A122-09	0	0	0	0	2	0	0	4	4	2	0	2	2	2	1	2	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	18	2	0	0	14	2	0	0	8	2	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BK-A26L-01A-11D-A272-09	2	0	1	1	0	2	0	2	0	0	4	0	1	5	0	1	1	1	0	2	0	2	2	0	0	0	0	2	2	1	0	1	1	0	7	2	0	1	8	1	5	2	12	1	1	1	2	1	0	2	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	2	2	1	3	3	3	0	2	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	2
TCGA-BK-A4ZD-01A-11D-A27P-09	2	8	2	2	0	2	2	2	4	2	0	0	0	0	0	1	0	2	3	2	4	2	4	4	2	0	0	0	0	0	2	0	6	9	29	0	6	2	8	2	0	2	20	2	2	4	10	4	0	0	0	0	0	0	4	4	0	2	0	4	0	0	0	10	0	0	2	0	2	4	2	0	2	0	2	6	2	2	0	2	0	2	0	0	0	0	0	2	0	2	0	2	2	0	0	0
TCGA-BK-A56F-01A-32D-A27P-09	0	0	0	1	1	0	0	2	1	0	0	3	0	0	2	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	1	10	1	2	1	8	0	3	0	6	2	1	1	9	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
TCGA-BK-A6W3-01A-12D-A34Q-09	7	15	5	65	20	11	12	103	3	11	0	50	315	74	32	1643	2	0	0	5	1	0	0	3	4	3	0	2	1	0	0	0	12	27	119	38	10	14	87	26	10	121	245	89	22	87	1399	185	2	2	0	8	0	2	5	5	0	3	0	5	3	2	9	15	20	30	19	18	6	11	20	14	30	46	24	61	19	39	32	53	14	21	12	73	15	16	17	87	2	3	6	14	68	43	15	359
TCGA-BK-A6W4-01A-12D-A34Q-09	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	1	1	0	4	0	0	0	3	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TCGA-BL-A0C8-01A-11D-A271-08	1	0	1	0	0	0	0	0	0	1	0	1	5	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	7	7	0	18	1	1	5	0	2	3	13	1	1	1	11	3	15	6	15	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	1	1	0	1	0	1	0	2	2	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
TCGA-BL-A13I-01A-11D-A271-08	2	2	0	0	2	0	2	2	0	2	5	0	2	2	0	2	0	0	0	0	0	0	2	4	0	0	0	0	21	4	0	26	2	8	8	4	10	2	8	2	2	4	6	4	25	12	8	12	0	2	0	0	0	0	2	0	0	0	2	0	0	4	0	2	0	2	2	6	0	2	5	2	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	4
TCGA-BL-A13J-01A-11D-A271-08	2	10	4	0	0	2	2	2	0	0	4	0	6	8	2	2	0	0	0	0	0	2	0	0	0	2	2	0	24	4	4	24	4	4	16	2	8	4	12	2	2	6	12	2	22	6	10	12	0	2	2	0	2	0	4	0	2	0	4	0	0	0	0	0	6	0	2	2	0	6	0	2	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2
TCGA-BL-A3JM-01A-12D-A21A-08	1	1	1	1	2	7	3	2	1	1	1	0	4	2	3	4	1	1	0	0	1	0	1	1	1	0	1	1	15	4	2	21	0	3	9	2	8	10	12	3	3	2	4	2	29	12	13	19	0	1	0	1	0	1	2	1	0	0	0	0	0	1	1	0	0	1	4	1	3	0	5	2	1	0	2	1	0	1	3	0	0	1	0	0	0	1	1	4	0	2	0	0	1	0	1	0
TCGA-BL-A5ZZ-01A-31D-A30E-08	2	1	1	3	2	0	4	1	0	2	6	0	3	4	0	2	0	1	1	2	1	0	3	0	0	1	0	0	17	2	0	16	6	5	14	0	10	11	27	8	2	2	16	3	37	18	17	28	0	0	1	2	0	0	8	0	0	3	0	0	0	0	2	0	6	2	3	6	3	0	3	2	0	2	2	0	0	1	3	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
TCGA-BM-6198-01A-11D-1733-10	3	2	0	3	2	4	1	1	0	4	1	4	1	3	1	2	0	3	1	0	0	3	0	1	0	1	0	1	1	3	1	7	2	4	9	0	3	1	7	7	5	6	15	4	3	3	4	1	1	3	3	0	0	0	0	1	0	1	0	1	0	2	1	1	1	0	1	2	0	0	1	3	0	0	1	4	2	1	0	1	0	0	0	0	0	1	1	0	0	0	2	0	1	0	1	0
TCGA-BP-4161-01A-02D-1386-10	1	0	1	0	0	2	0	2	1	0	0	1	2	3	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	2	2	1	2	2	3	2	3	3	2	3	3	1	2	3	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	2	0	2	2	0	0	1	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
